DEPT          TVD         ROP5           GR         A34H         P16H         P28H         P34H      TAB_RES     TEMP_DNI 
       5062.20000   4385.77016      -999.25     90.08128    200.00000     52.16852     53.09594     52.94084      1.06322    132.40160
       5062.30000   4385.83944      -999.25     92.38934    200.00000     51.11093     52.52821     51.12590      1.05934    132.89370
       5062.40000   4385.90871      -999.25     97.95872    200.00000     55.08553     53.62621     52.64393      1.06269    133.38580
       5062.50000   4385.97798      -999.25    101.21550    200.00000     54.30961     53.72437     52.07257      0.97980    133.50000
       5062.60000   4386.04725      -999.25    105.63770    200.00000     52.47488     53.13356     51.11266      0.89874    133.50000
       5062.70000   4386.11651      -999.25    115.83570    200.00000     51.80590     51.34389     50.90447      0.90405    133.50000
       5062.80000   4386.18577      -999.25    122.56820    200.00000     50.83348     49.48677     49.84909      0.90752    133.50000
       5062.90000   4386.25502      -999.25    125.48860    200.00000     49.50890     47.70316     48.35879      0.91008    133.50000
       5063.00000   4386.32427      -999.25    118.30000    200.00000     47.22369     46.32864     46.43591      0.91189    133.50000
       5063.10000   4386.39351      -999.25    116.96890    200.00000     44.95089     44.96910     45.68555      0.91310    133.50000
       5063.20000   4386.46276      -999.25    119.55750    200.00000     42.74434     43.73391     45.32173      0.91294    133.50000
       5063.30000   4386.53199      -999.25    128.25200    200.00000     40.88432     43.17238     43.88852      0.90658    133.50000
       5063.40000   4386.60122      -999.25    131.53180    200.00000     41.02526     44.59851     44.98065      0.90248    133.50000
       5063.50000   4386.67045      -999.25    130.56930    200.00000     42.46747     47.07191     47.32967      0.89964    133.40160
       5063.60000   4386.73967      -999.25    120.78950    200.00000     44.76975     48.19156     47.29559      0.89601    132.41730
       5063.70000   4386.80889      -999.25    114.60950    200.00000     44.34195     48.10650     46.61954      0.89345    132.28350
       5063.80000   4386.87811      -999.25    111.44430    200.00000     41.94925     47.05713     45.45520      0.89165    132.77560
       5063.90000   4386.94732      -999.25    114.93430    200.00000     40.37213     44.59484     44.00395      0.88945    133.26770
       5064.00000   4387.01654      -999.25    117.27020    200.00000     38.65016     42.96991     43.44159      0.88665    133.50000
       5064.10000   4387.08575      -999.25    118.57490    200.00000     36.79837     42.09066     43.67270      0.88338    133.50000
       5064.20000   4387.15497      -999.25    119.99110    200.00000     34.86644     40.50188     43.61135      0.88976    133.50000
       5064.30000   4387.22420      -999.25    117.91440    200.00000     35.05380     40.56656     43.85356      0.89261    133.50000
       5064.40000   4387.29342      -999.25    112.05390    200.00000     37.53707     42.42251     44.42461      0.89164    133.50000
       5064.50000   4387.36265      -999.25    109.32320    200.00000     41.95735     44.86325     46.90879      0.88959    132.55910
       5064.60000   4387.43188      -999.25    104.52820    200.00000     46.66055     47.88662     49.50327      0.88776    132.42520
       5064.70000   4387.50111      -999.25     96.82973    200.00000     51.61853     51.64066     52.12698      0.88629    133.40950
       5064.80000   4387.57034      -999.25     99.34744    200.00000     53.36412     52.43385     50.94651      0.89772    133.50000
       5064.90000   4387.63958      -999.25    102.74700    200.00000     54.22844     52.62187     50.19549      0.90481    133.50000
       5065.00000   4387.70882      -999.25    105.90070    200.00000     54.20120     52.32033     50.75169      0.90281    133.50000
       5065.10000   4387.77806      -999.25    107.88080    200.00000     53.58747     52.21468     51.16636      0.90714    133.50000
       5065.20000   4387.84730      -999.25    108.86990    200.00000     53.09626     52.10561     51.38777      0.90894    133.16930
       5065.30000   4387.91654      -999.25    108.27820    200.00000     53.03581     51.92679     51.27280      0.90372    132.18510
       5065.40000   4387.98579      -999.25    107.80340    200.00000     51.82524     52.01088     50.65835      0.90424    132.79920
       5065.50000   4388.05504      -999.25    107.52800    200.00000     52.13889     52.18620     50.27386      0.90455    133.50000
       5065.60000   4388.12429      -999.25    107.67880    200.00000     56.87906     52.43657     50.74380      0.90102    133.50000
       5065.70000   4388.19354      -999.25    108.46250    200.00000     55.04853     52.30766     50.71398      0.89864    133.50000
       5065.80000   4388.26280      -999.25    110.81950    200.00000     51.64542     51.58980     50.15528      0.89625    133.50000
       5065.90000   4388.33206      -999.25    117.53940    200.00000     49.68988     49.37798     48.41067      0.89271    133.50000
       5066.00000   4388.40132      -999.25    119.98700    200.00000     47.76178     48.06982     47.53069      1.31771    133.50000
       5066.10000   4388.47058      -999.25    121.49080    200.00000     46.12454     47.92014     47.52544      1.79819    133.50000
       5066.20000   4388.53984      -999.25    126.15370    200.00000     45.66544     51.13739     49.75815      1.79680    133.50000
       5066.30000   4388.60911      -999.25    132.19560    200.00000     45.25451     50.55273     48.69982      1.79277    133.50000
       5066.40000   4388.67838      -999.25    139.95040    200.00000     44.67042     48.10098     46.12779      1.78775    133.50000
       5066.50000   4388.74765      -999.25    153.81390    200.00000     42.91475     45.78286     44.28075      1.78459    133.50000
       5066.60000   4388.81692      -999.25    156.51100    200.00000     41.48351     44.01689     42.87822      1.78508    133.50000
       5066.70000   4388.88619      -999.25    152.37630    200.00000     40.20733     42.63140     41.85444      1.78743    133.50000
       5066.80000   4388.95547      -999.25    148.35490    200.00000     38.51887     41.64211     41.83167      1.78622    133.50000
       5066.90000   4389.02475      -999.25    139.75360    200.00000     37.74725     41.24398     41.87791      1.78648    133.50000
       5067.00000   4389.09403      -999.25    128.13490    200.00000     37.66182     41.30176     41.94374      1.78761    133.50000
       5067.10000   4389.16332      -999.25    124.63850    200.00000     37.57938     41.62901     41.37349      1.78419    133.50000
       5067.20000   4389.23260      -999.25    121.32630    200.00000     37.26373     41.44006     41.43282      1.78334    133.50000
       5067.30000   4389.30189      -999.25    118.18150    200.00000     36.73623     40.78218     42.06405      1.78482    133.50000
       5067.40000   4389.37118      -999.25    121.12870    200.00000     36.64801     41.15129     42.25249      1.78568    133.50000
       5067.50000   4389.44047      -999.25    135.05900    200.00000     36.35303     40.83596     41.77363      1.78570    133.50000
       5067.60000   4389.50977      -999.25    161.07970    200.00000     35.83046     39.76719     40.56017      1.78480    133.50000
       5067.70000   4389.57906      -999.25    192.55580    200.00000     35.06049     38.78199     40.49929      1.78736    133.50000
       5067.80000   4389.64836      -999.25    217.99260    200.00000     33.97266     38.14412     40.18001      1.78971    133.50000
       5067.90000   4389.71766      -999.25    234.99060    200.00000     32.47670     37.96481     39.43774      1.79155    133.50000
       5068.00000   4389.78697      -999.25    206.65900    200.00000     34.54343     35.01813     36.74360      1.79419    133.50000
       5068.10000   4389.85627      -999.25    178.33720    200.00000     37.07190     35.21741     36.62664      1.79650    133.50000
       5068.20000   4389.92558      -999.25    157.88540    200.00000     39.73645     41.02906     41.05273      1.79814    133.50000
       5068.30000   4389.99489      -999.25    159.52180    200.00000     39.55014     42.40894     42.67951      1.80245    133.50000
       5068.40000   4390.06420      -999.25    169.73480    200.00000     39.17979     42.76619     43.45217      1.80623    133.50000
       5068.50000   4390.13352      -999.25    189.72820    200.00000     39.40409     42.56592     43.45377      1.80803    133.50000
       5068.60000   4390.20283      -999.25    204.20790    200.00000     37.51196     41.31609     41.96708      1.80915    133.50000
       5068.70000   4390.27215      -999.25    210.26000    200.00000     35.51649     40.03815     40.45716      1.80983    133.50000
       5068.80000   4390.34147      -999.25    198.36870    200.00000     34.52841     39.31807     39.78028      1.80983    133.50000
       5068.90000   4390.41079      -999.25    198.98000    200.00000     36.29176     41.26204     41.60634      1.80495    133.50000
       5069.00000   4390.48012      -999.25    207.15970    200.00000     38.54157     43.51683     43.95927      1.79941    133.50000
       5069.10000   4390.54945      -999.25    227.05930    200.00000     39.55338     44.05432     45.45906      1.79670    133.50000
       5069.20000   4390.61877      -999.25    244.77590    200.00000     41.61246     44.86563     45.46215      1.79461    133.50000
